index,gnb_id_0,rnti_0,toa_val_0,snr_0,timestamp_0,gnb_id_1,rnti_1,toa_val_1,snr_1,timestamp_1,gnb_id_2,rnti_2,toa_val_2,snr_2,timestamp_2,gnb_id_3,rnti_3,toa_val_3,snr_3,timestamp_3,gnb_id_4,rnti_4,toa_val_4,snr_4,timestamp_4,gnb_id_5,rnti_5,toa_val_5,snr_5,timestamp_5,gnb_id_6,rnti_6,toa_val_6,snr_6,timestamp_6,gnb_id_7,rnti_7,toa_val_7,snr_7,timestamp_7,gnb_id_8,rnti_8,toa_val_8,snr_8,timestamp_8,gnb_id_9,rnti_9,toa_val_9,snr_9,timestamp_9,y_pred,spoofed
0,1.0,41206.0,5.445196427580188,13.427716156384474,0.0,1.0,41206.0,3.1318750973842464,13.817685566671,1.0,1.0,41206.0,4.822556233055994,13.104056159424632,1.0,1.0,41206.0,7.424261298623523,12.578659518946688,1.0,1.0,41206.0,4.4121895864282585,12.690115185208239,1.0,1.0,41206.0,4.270584734370062,12.312394396756918,1.0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,14.074897,0
0,1.0,41206.0,3.1318750973842464,13.817685566671,1.0,1.0,41206.0,4.822556233055994,13.104056159424632,1.0,1.0,41206.0,7.424261298623523,12.578659518946688,1.0,1.0,41206.0,4.4121895864282585,12.690115185208239,1.0,1.0,41206.0,4.270584734370062,12.312394396756918,1.0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,14.867957,0
0,1.0,41206.0,4.822556233055994,13.104056159424632,1.0,1.0,41206.0,7.424261298623523,12.578659518946688,1.0,1.0,41206.0,4.4121895864282585,12.690115185208239,1.0,1.0,41206.0,4.270584734370062,12.312394396756918,1.0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,15.963965,0
0,1.0,41206.0,7.424261298623523,12.578659518946688,1.0,1.0,41206.0,4.4121895864282585,12.690115185208239,1.0,1.0,41206.0,4.270584734370062,12.312394396756918,1.0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,16.780085,0
0,1.0,41206.0,4.4121895864282585,12.690115185208239,1.0,1.0,41206.0,4.270584734370062,12.312394396756918,1.0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,1.0,41206.0,14.62937570154971,-26.750306167366244,1.0,14.630403,0
0,1.0,41206.0,4.270584734370062,12.312394396756918,1.0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,1.0,41206.0,14.62937570154971,-26.750306167366244,1.0,1.0,41206.0,16.285674009466742,-26.411851197629446,1.0,16.285484,0
0,1.0,41206.0,5.65314053886993,11.601730484347259,1.0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,1.0,41206.0,14.62937570154971,-26.750306167366244,1.0,1.0,41206.0,16.285674009466742,-26.411851197629446,1.0,1.0,41206.0,14.28776243854201,-26.44696688423356,1.0,14.289071,0
0,1.0,41206.0,14.183004850064457,-25.698281436553597,1.0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,1.0,41206.0,14.62937570154971,-26.750306167366244,1.0,1.0,41206.0,16.285674009466742,-26.411851197629446,1.0,1.0,41206.0,14.28776243854201,-26.44696688423356,1.0,1.0,41206.0,14.407375847956654,-25.389313207737715,1.0,14.408781,0
0,1.0,41206.0,15.124934762080407,-25.55035867614516,1.0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,1.0,41206.0,14.62937570154971,-26.750306167366244,1.0,1.0,41206.0,16.285674009466742,-26.411851197629446,1.0,1.0,41206.0,14.28776243854201,-26.44696688423356,1.0,1.0,41206.0,14.407375847956654,-25.389313207737715,1.0,1.0,41206.0,14.763048756999817,-24.806755271847326,1.0,14.761833,0
0,1.0,41206.0,14.075037655020267,-24.085270598552274,1.0,1.0,41206.0,14.86887944533736,-26.768810383315362,1.0,1.0,41206.0,15.965084514871139,-28.158188888025332,1.0,1.0,41206.0,16.781942486647523,-25.87527334267259,1.0,1.0,41206.0,14.62937570154971,-26.750306167366244,1.0,1.0,41206.0,16.285674009466742,-26.411851197629446,1.0,1.0,41206.0,14.28776243854201,-26.44696688423356,1.0,1.0,41206.0,14.407375847956654,-25.389313207737715,1.0,1.0,41206.0,14.763048756999817,-24.806755271847326,1.0,1.0,41206.0,15.938884093551879,-28.247294537159622,1.0,15.939618,0
